SeqID	Response	Prediction	Intercept	BUSCOfEOG70PC6X.domain.aa.aln.trimmed	BUSCOfEOG70W3P6.domain.aa.aln.trimmed	BUSCOfEOG715QF5.domain.aa.aln.trimmed	BUSCOfEOG71CFZD.domain.aa.aln.trimmed	BUSCOfEOG72G1GK.domain.aa.aln.trimmed	BUSCOfEOG72RN6K.domain.aa.aln.trimmed	BUSCOfEOG73BVQ8.domain.aa.aln.trimmed	BUSCOfEOG73V6XZ.domain.aa.aln.trimmed	BUSCOfEOG73Z358.domain.aa.aln.trimmed	BUSCOfEOG74FFB1.domain.aa.aln.trimmed	BUSCOfEOG74N5S9.domain.aa.aln.trimmed	BUSCOfEOG74R203.domain.aa.aln.trimmed	BUSCOfEOG757D71.domain.aa.aln.trimmed	BUSCOfEOG75MW7X.domain.aa.aln.trimmed	BUSCOfEOG75XGVN.domain.aa.aln.trimmed	BUSCOfEOG76MKK1.domain.aa.aln.trimmed	BUSCOfEOG773XTK.domain.aa.aln.trimmed	BUSCOfEOG77M8XG.domain.aa.aln.trimmed	BUSCOfEOG77T1GJ.domain.aa.aln.trimmed	BUSCOfEOG79PK0S.domain.aa.aln.trimmed	BUSCOfEOG79W9GP.domain.aa.aln.trimmed	BUSCOfEOG7B5X51.domain.aa.aln.trimmed	BUSCOfEOG7B5X74.domain.aa.aln.trimmed	BUSCOfEOG7C2RBS.domain.aa.aln.trimmed	BUSCOfEOG7CNZQV.domain.aa.aln.trimmed	BUSCOfEOG7CRV06.domain.aa.aln.trimmed	BUSCOfEOG7DFXQ2.domain.aa.aln.trimmed	BUSCOfEOG7DJSZ0.domain.aa.aln.trimmed	BUSCOfEOG7F7WJV.domain.aa.aln.trimmed	BUSCOfEOG7FNCHF.domain.aa.aln.trimmed	BUSCOfEOG7FR7S6.domain.aa.aln.trimmed	BUSCOfEOG7FV3ZX.domain.aa.aln.trimmed	BUSCOfEOG7GBG86.domain.aa.aln.trimmed	BUSCOfEOG7GXPKZ.domain.aa.aln.trimmed	BUSCOfEOG7H79BK.domain.aa.aln.trimmed	BUSCOfEOG7HMSC2.domain.aa.aln.trimmed	BUSCOfEOG7HTHSN.domain.aa.aln.trimmed	BUSCOfEOG7HXD0B.domain.aa.aln.trimmed	BUSCOfEOG7J9W1T.domain.aa.aln.trimmed	BUSCOfEOG7JT755.domain.aa.aln.trimmed	BUSCOfEOG7K0ZNC.domain.aa.aln.trimmed	BUSCOfEOG7K6Q51.domain.aa.aln.trimmed	BUSCOfEOG7KH9V5.domain.aa.aln.trimmed	BUSCOfEOG7KQ2B7.domain.aa.aln.trimmed	BUSCOfEOG7M0P4G.domain.aa.aln.trimmed	BUSCOfEOG7M6DHG.domain.aa.aln.trimmed	BUSCOfEOG7M98QZ.domain.aa.aln.trimmed	BUSCOfEOG7NSBC8.domain.aa.aln.trimmed	BUSCOfEOG7NW6K7.domain.aa.aln.trimmed	BUSCOfEOG7P5T9P.domain.aa.aln.trimmed	BUSCOfEOG7P5TBB.domain.aa.aln.trimmed	BUSCOfEOG7PVX27.domain.aa.aln.trimmed	BUSCOfEOG7PZS5Q.domain.aa.aln.trimmed	BUSCOfEOG7Q8CZ1.domain.aa.aln.trimmed	BUSCOfEOG7QC85Z.domain.aa.aln.trimmed	BUSCOfEOG7QNVWW.domain.aa.aln.trimmed	BUSCOfEOG7RV9S3.domain.aa.aln.trimmed	BUSCOfEOG7S4XJ3.domain.aa.aln.trimmed	BUSCOfEOG7SV15N.domain.aa.aln.trimmed	BUSCOfEOG7SV166.domain.aa.aln.trimmed	BUSCOfEOG7T4MVB.domain.aa.aln.trimmed	BUSCOfEOG7TTQKB.domain.aa.aln.trimmed	BUSCOfEOG7TXKRP.domain.aa.aln.trimmed	BUSCOfEOG7TXKSN.domain.aa.aln.trimmed	BUSCOfEOG7V76FS.domain.aa.aln.trimmed	BUSCOfEOG7VHT6B.domain.aa.aln.trimmed	BUSCOfEOG7WDNC5.domain.aa.aln.trimmed	BUSCOfEOG7WQ83Z.domain.aa.aln.trimmed	BUSCOfEOG7WX0HQ.domain.aa.aln.trimmed	BUSCOfEOG7XDBRM.domain.aa.aln.trimmed	BUSCOfEOG7XSTR7.domain.aa.aln.trimmed	BUSCOfEOG7XWQ0B.domain.aa.aln.trimmed	BUSCOfEOG7Z3FDD.domain.aa.aln.trimmed	BUSCOfEOG7Z95VX.domain.aa.aln.trimmed	BUSCOfEOG7Z95X9.domain.aa.aln.trimmed	BUSCOfEOG7ZD249.domain.aa.aln.trimmed	BUSCOfEOG7ZPNVK.domain.aa.aln.trimmed
Kazachstania_naganishii	-1	-1.0268219826079041	-0.003223	-0.012968220245511475	-0.025742304238519864	nan	-0.007686231183470227	-0.03781085993978195	-0.08233232212660369	-0.002435994590541668	nan	-0.0026764032372739166	-0.0039031693731885753	-0.004912104354843905	-0.003361642593972647	-0.0026908092895610025	-0.004297967514503398	-0.003508975096337963	-0.012817386934329988	-0.0003952082306568627	-0.01162448851755471	-9.466633309784811e-05	-0.007209419967693975	-5.905315913423692e-05	-0.017059475369023858	-0.0011258384142820432	0.004349744725914206	-0.009440962967346422	nan	-0.0036861818839497573	-0.002484451247028119	-0.0058717710271594115	-0.009488577157753753	nan	-0.002394633426774817	-0.006216749083250761	nan	-0.002117217212799005	-0.04376258261982002	-0.006301702062046388	-0.0034858057504152384	-0.00042814473414409804	-0.02373286409397224	-0.009497563831246225	-0.006213087934156647	-0.02376754139913828	-0.013897330733016133	-0.0019780254351644544	-0.03678728454542579	-3.399067248821552e-05	-0.013059908949799137	-0.018281412571468536	-0.0021380586058512563	0.0017324264040325943	-0.0008856615872900875	-0.2701289174424346	-0.02127196655055741	-0.010841901610547211	-0.002473361891134118	-0.0215536604373483	-0.009256196921342053	-0.01201777974893048	-0.005931774272994517	-0.003203804639269947	-0.0020182505359116476	nan	-0.041515627201988536	-0.006344718372929492	-0.013731916798860766	-0.007729791479505366	-0.012322767230216414	-0.03402006411261027	-0.004946976347127929	nan	-0.00042687954191933386	-0.005355555567803094	-0.00515677778821555	-0.0056123528011085	-0.024464330324917682	-0.018691731878789142
Candida_glabrata	-1	-1.0419807362925064	-0.003223	-0.014427031011564395	-0.023906623468064936	nan	-0.008277935765363509	-0.0404415031625831	-0.07640706793426943	-0.0022168526529640076	-0.0045044945072731934	-0.004216417633870151	-0.003309947446723527	-0.00509363785477035	-0.0033004743322635477	-0.0017692272012936883	-0.004978746188498917	-0.003673336064821342	-0.016878631020517787	-0.0005460269694594899	-0.012579954074681154	-6.493623345704691e-05	-0.005823913808853831	-5.4284285454286874e-05	-0.018576336518890457	-0.0013207875822445203	nan	-0.008491463669997756	nan	-0.0033453664127591765	-0.002761730190286471	-0.008726793683308642	-0.008223169652410434	0.00046079499588813633	-0.0023408354218190652	-0.007673785410588607	nan	-0.0028347317202133127	-0.04956072074128315	-0.007657136943180376	-0.003405730563599718	-0.0003701450529547401	-0.022888106595928548	-0.01121065079314576	-0.0066633253190957475	-0.028078785162506392	-0.0144161817515851	-0.0019134801223117393	-0.03428769657330122	-2.9829890433319406e-05	-0.01200003807025496	-0.016386025534302462	-0.0017879627530419384	nan	-0.000843120021499999	-0.25869141691373443	-0.030777283889619866	-0.007482747276299051	-0.0024152701778348273	-0.01675815213820897	-0.008201836564694531	-0.012816617314001633	-0.0060090932302045985	-0.00312507662738426	-0.0020182505359116476	0.0011328743057674728	-0.04883202422206523	-0.006629542169321212	-0.009856532742560375	-0.009155969878520409	-0.013474208451953018	-0.03040322339438717	-0.0048085726921272	0.0014229396474547684	-0.00045228677004161	-0.00559964248441247	-0.004335552923294017	-0.00613280767629476	-0.02869825982088514	-0.016834999580169097
Saccharomyces_cerevisiae	1	1.4670071556590616	-0.003223	0.016765125739942377	0.020347153003967833	0.026125485470402054	0.008448638829577249	0.09355991480117609	0.11820240826546069	0.0020656557917391183	0.004175452986601158	nan	0.003598589290959353	0.007052080737594224	0.006717772110846454	0.0044324965856503695	0.005975977111219777	0.0031863848753346247	0.017007510210532928	0.00022685308067593724	0.00849814279479233	0.0005034330815760768	0.003819025121629238	4.244550541443459e-05	0.019566184649719265	0.002171789418866865	0.05577654372473262	nan	0.08190267122927253	0.002862305899157036	0.0032705729139479445	0.00802997090795543	0.004733785852295114	0.03874762073974125	0.0016266753345917095	nan	0.084206519926461	0.0006805728226026986	0.05542548107041512	0.005614274970866973	0.004198416035706032	0.0006044203572628248	0.028664798893942134	0.00975086699691019	0.006678861305772443	0.01936844619740441	0.013394849040196277	0.0010785337890411029	0.04234814968367573	2.692325157127584e-05	nan	0.023057514425545378	0.001755341544253497	0.02929060719543486	0.002566502696936368	0.1964620372900754	0.04254996376221243	0.011131448423839174	0.001561222906502735	0.015415804751683027	nan	0.01909758890735702	0.011821773332030716	0.0035181822074719094	0.00048042042908491567	0.02381740493729012	0.059494583018931735	0.006500300066363707	0.010039832559414208	0.006441631349844101	0.009261998391593806	0.04464411496883258	0.003644763582997257	0.041722664417938926	0.0004026186807095655	0.005488941821795379	0.004700168326962739	0.007505281267526698	0.026256694417725157	0.020120969571507885
Nakaseomyces_castellii	-1	-1.0128490874876712	-0.003223	-0.0119720276939006	-0.02525405633059563	nan	-0.0064872661387198605	-0.04999896464141784	-0.07609228719229577	-0.001752934208525403	-0.0026646717378753237	-0.004991256831999635	-0.003276717785411165	-0.004093609843948798	-0.0025607599702652806	-0.001988314596019336	-0.004645926605007844	-0.0036770795377378818	-0.01700639689443051	-0.00037599427628265403	-0.011149423270239822	-0.0001580263005962479	-0.00421339870445081	-5.4357696797069366e-05	-0.01191473356084316	-0.0015795481339182516	nan	-0.007839323287043953	nan	-0.003559354854587582	-0.0025406997110621887	-0.009551421608193778	-0.006756516650057165	nan	-0.002368088604271179	-0.004504994256421924	nan	-0.0021705106028093724	-0.04732488124864176	-0.00784874422242865	-0.002772524393549247	-0.00036874079989956954	-0.021429817438274767	-0.012083490244549466	-0.005444792863272596	-0.025473414374573622	-0.014332577637105715	-0.0010664759220162523	-0.039444767899112776	-3.0063091568166556e-05	-0.009045736249390757	-0.016833927633342682	-0.0017325771323157824	nan	nan	-0.2528045074127476	-0.026265632384365745	-0.007611029785039136	-0.0020010278201425535	-0.015827236937184352	-0.00865863861690741	-0.01211550999857991	-0.0056642014933458995	-0.0037193931348156184	-0.0012055070837959647	0.00025755477054190123	-0.04413305544312607	-0.006905441981871263	-0.012299253368837526	-0.009189876145683229	-0.012228297026013024	-0.03911457774847804	-0.005942094014244503	0.002452726115052428	-0.0004001271784090932	-0.005513516742212232	-0.006719416345731588	-0.005109588315463043	-0.021179293160457746	-0.017297953560046153
Naumovozyma_castellii	-1	-1.146308047701927	-0.003223	-0.016474120793191105	-0.027031641631765524	0.001235072959389072	-0.009759833301359322	-0.0557560574143281	-0.09751954901003046	-0.0024953781871772662	-0.004595622702254332	-0.0049511955403431784	-0.0041532428685968625	-0.005389118084167421	-0.004152708360606994	-0.002188752518122783	-0.005172579492978002	-0.0030664024297948345	-0.01566300272315857	-0.0004297945492908184	-0.009434615444661176	-0.00017403795459358662	-0.005972686092718504	-2.9080922615776217e-05	-0.014356854861034662	-0.0015134109171413002	0.004250811058682302	-0.010175831824199122	nan	-0.003800099630211662	-0.0040578148954182325	-0.007487546405172907	-0.00680340082544717	-0.0006013044039718807	-0.002653525032201287	-0.0095326496521011	nan	-0.0028244913373782765	-0.05593422110541724	-0.007828043208064628	-0.003696079648079831	-0.0005014203376276782	-0.022971166310526314	-0.012016175332973944	-0.006716950012560119	-0.026000118195952382	-0.01821291827582172	-0.0016750948670960497	-0.04143610866594827	-3.1677134270324814e-05	-0.013545996982429642	-0.020285154805605998	-0.0018415478238011929	nan	-0.0012065745975178288	-0.2937987655973302	-0.03165920753053797	-0.011403942668039235	-0.002441406339812602	-0.02082451832393417	-0.010196234725299291	nan	-0.00535266679344204	-0.0038135148934088647	-0.001349990583548788	nan	-0.045396780297778605	-0.006439234094614221	-0.012491625948314322	-0.008627481944131432	-0.015021138009615242	-0.03526326543033065	-0.004908243808131374	nan	-0.0003696115120419563	-0.006670959469374793	-0.0075043613360321615	-0.006337199471090571	-0.027638008436042583	-0.01894717739742191
Saccharomyces_eubayanus	1	1.4548462587199025	-0.003223	0.017031711982781417	0.0185906034821528	0.025116499131399905	0.008926859962230083	0.09182984204016975	0.11909774481046043	0.0017345197993563488	0.004242445451382082	nan	0.0037461783840626595	0.006934559562068898	0.006581490460575878	0.004587530100252479	0.0062926417422204395	0.0030418459909924422	0.015604211159370607	0.0002393370803019934	0.00862681942396648	0.0005034330815760768	0.0032646899417159148	4.002078634357531e-05	0.019882351146407018	0.0021726861729121083	0.055910674323968124	nan	0.08036185798118822	0.0028785859271920344	0.003161251379424357	0.007602357596624643	0.004406021067552501	0.03864182784855075	0.0019132282977807336	nan	0.08404783710102492	0.0007116659617167898	0.054946485466643935	0.004749333602731554	0.004182124360113448	0.0006909887134725068	0.0293937435656062	0.009197802337439498	0.006150677869300125	0.019291977030661656	0.013694415683858097	0.0010909496213571401	0.040636424979311414	2.9308584259979398e-05	nan	0.023704573225131753	0.0017264292255276814	0.030456886025604035	0.002622520298245945	0.19458570881806736	0.04223408553889385	0.011166753643919947	0.001690370406549846	0.016469333553686738	nan	0.01892999232825332	0.011654737316348474	0.0033281484129474848	0.0008042654808377847	0.023527366748567147	0.05816631132984185	0.006360838959153625	0.009969389197067358	0.006905883252329659	0.01002451075692079	0.04511177585709447	0.003443012490606634	0.041757997077411346	0.0004141497665841598	0.00543810027784275	0.003784408967476338	0.007788652487761283	0.024491084813462294	0.019734411471290514
Kazachstania_africana	-1	-1.0882378367976349	-0.003223	-0.01589186676965859	-0.027313291775499238	nan	-0.010127058372745523	-0.054153170578842946	-0.08622528213163605	-0.0027860967593369423	-0.0043119439942529425	-0.0037581349970423616	-0.0035321046561875846	-0.004849540717259515	-0.003677355925219672	-0.002470924733643187	-0.0038688906768271636	-0.0033310004846498487	-0.014137579684756929	-0.0005704735895051272	-0.012982499927602476	-0.00012303237349442497	-0.006602391695196275	-6.09686670713927e-05	-0.014944263924391077	-0.0011478448532216134	nan	-0.009604381248209393	0.0009600917951502197	-0.004463089573619072	-0.0037702588306274265	-0.005853838760231156	-0.007586457830257132	0.0006433987564378185	-0.002868685565317719	-0.007798913604347035	0.01349559696308944	-0.0025244439275411423	-0.055302311662671855	-0.0066243687534637274	-0.0034789114563409385	-0.00039143501589933294	-0.022799108701292425	-0.010262986672387342	-0.005664865122525953	-0.025603705864341464	-0.01682560630433727	-0.0017610541917747469	-0.036536784034979064	-3.4582206140498783e-05	-0.015927376651234226	-0.0176230836295872	-0.0017869657294795616	0.0011323498238198226	-0.0009408335413354507	-0.2817633501399541	-0.018361110727710184	-0.01075234418931359	-0.002036913514302796	-0.02250568228191696	-0.008247493547969498	-0.01102715447632363	-0.006106437116613961	-0.0036550306556364376	-0.0008572051592636853	nan	-0.04712143991491757	-0.006415405444386124	-0.011412112649850314	-0.007899053674918832	-0.013793094549328089	-0.035217595353969955	-0.006612196523747116	0.0016362539391319153	-0.00042477337433410867	-0.005270740264677443	-0.007364692763076164	-0.0064197944863053635	-0.028313181646808516	-0.01840595945395762
Saccharomyces_uvarum	1	1.2604627540538813	-0.003223	0.017228440576218418	0.01870038471679436	0.02515488472636207	0.009038768956088461	0.0915195462457632	0.11923086094793689	0.0018935962762043346	0.004266823825673782	nan	0.003781769985835126	0.006919998832017882	0.006611712409721804	0.004587530100252479	0.0061417021288434626	0.0031757446558913216	0.015604211159370607	0.0002393370803019934	0.008655451785102741	0.0005034330815760768	0.0031891747057670727	4.148086367194992e-05	0.019458584371932375	0.0021847527929139687	0.05607913530911901	nan	0.08152060390602855	0.0028420396142792015	0.003508896410721718	0.007602357596624643	0.0045836770041205455	0.03869328702967323	0.0019132282977807336	nan	0.08409913028299343	0.0007116659617167898	0.0543123585957801	0.005378017321618245	0.00419845335068203	0.0006837096394747277	0.029006662343590506	0.009011142541567096	0.006249785928957863	0.01847169910070079	0.013694415683858097	0.0012500687898864271	0.04124275165668223	2.9308584259979398e-05	nan	0.023395080356294784	0.0016644402348902076	0.030527754506238125	0.002627148845931515	nan	0.04242389214823561	0.011166753643919947	0.0016492305712745292	0.016469333553686738	nan	0.018951538672467905	0.011602291160215827	0.003436972671579497	0.0008042654808377847	0.022500723634038877	0.057482580396026606	0.006360838959153625	0.009969389197067358	0.007368163383034698	0.009908350428304402	0.04533789728202464	0.003443012490606634	0.04105662645747543	0.0004141497665841598	0.005731986775344922	0.004700168326962739	0.007901200441665424	0.023846968024372472	0.019734411471290514
Naumovozyma_dairenensis	-1	-1.132978604718408	-0.003223	-0.015160808713972074	-0.026363789878814714	0.0005464472051244229	-0.010288014302204829	-0.05650496059752186	-0.09477888990932115	-0.0023958151318765886	-0.004484977005631663	-0.004119170578633202	-0.003270964278272004	-0.004956058883180958	-0.0040366551143051765	-0.0024173502843041206	-0.005781444524473045	-0.0034835467840821366	-0.016281159147183644	-0.0005719864170714573	-0.012402273684529064	-5.709406423193286e-05	-0.0071851915745355655	-3.738889819260294e-05	-0.011617097410635324	-0.0014192992034622876	0.001187203815788962	-0.009501366249423882	nan	-0.003982082655056729	-0.0036422582024897565	-0.007907226201496087	-0.009033702441229252	-0.0013620913523482159	-0.002458916607338324	-0.009069975785678253	0.012456928535357292	-0.0029269839124026475	-0.057068191872531315	-0.006099193016780191	-0.0035299403696171794	-0.00047844057110069116	-0.023043838369630976	-0.011718524494426674	-0.005309088852300192	-0.02421332306766999	-0.018281963963090675	-0.0019553481060938793	-0.04332226800033823	-3.691035709252333e-05	-0.013073083351628156	-0.01949339972634334	-0.0019340248827575124	0.0007254815336636966	-0.0011401079386814672	-0.2935395767594855	-0.03319963810645277	-0.009776688066267525	-0.0025690884785944945	-0.021552820726356003	-0.00961421504325699	-0.007933244745345291	-0.0049348871698384755	-0.003932111526864901	-0.001943158687936375	nan	-0.04638693649758352	-0.005787164898720221	-0.011998176407360006	-0.008571943686547456	-0.013767693832051009	-0.0332803770834289	-0.00407927729338553	nan	-0.00036833742456110485	-0.006422954465506336	-0.007171363504312467	-0.006287836021328985	-0.025258758706286244	-0.018099229942890815
Saccharomyces_kudriavzevii	1	1.4371740305379606	-0.003223	0.01644729207345641	0.02027519499824848	0.024889097981940722	0.007425569601764437	0.09112232753579974	0.11772627472237218	0.0018244790426251711	0.0039035176996549126	nan	0.003250451215535577	0.00709017760163988	0.00679408208645782	0.004517577923252247	0.005976222322814806	0.0032338971032004338	0.016034301799663808	0.00022913445786798547	0.008451039444480557	0.00047414665368705755	0.004079669277416542	4.356707466968146e-05	0.018000974995246555	0.002150980683381931	0.05290070943601677	nan	0.07595924542010835	0.0025275814549559072	0.0033862308640664196	0.007663344964385033	0.005043442233727546	0.03904725848224189	0.0018690917449930566	nan	0.08306516412421416	0.0005899318166484591	0.055833115497080144	0.005370213952474501	0.004078535078633649	0.0006155394439701922	0.028833383495793896	0.009535687800962478	0.006382109901096555	0.0187041393819527	0.01355898413748946	0.0010483720161573729	0.042159732125583105	2.7600292160201434e-05	nan	0.02252036762638454	0.0017909638851278942	0.026567743634586805	0.002611381912174693	0.1910850078788826	0.041848897759791726	0.01017788960962207	0.001576605887748883	0.015263277484336868	nan	0.019170092894114532	0.011946222262395167	0.0033426419768147753	0.0007423120041494258	0.02306309314826649	0.05933783872933418	0.006490597202173376	0.010147856093681185	0.007354763838520739	0.00804931031234446	0.04518069666301017	0.0035362538019398926	0.04191984529217718	0.0003933243160645361	0.005583215746355563	0.004700168326962739	0.008041928893703698	0.026016386143965065	0.019798957253442495
